Gene stable ID	UniProtKB/Swiss-Prot ID
WBGene00012212	
WBGene00012213	
WBGene00012214	
WBGene00012215	
WBGene00012216	
WBGene00012217	
WBGene00012219	
WBGene00012220	
WBGene00012221	
WBGene00012222	
WBGene00012223	
WBGene00012224	
WBGene00012225	P49713
WBGene00012226	
WBGene00012227	
WBGene00012228	
WBGene00012230	G5EG14
WBGene00012231	
WBGene00012232	
WBGene00012233	
WBGene00012234	
WBGene00012235	
WBGene00012236	
WBGene00012237	
WBGene00012238	
WBGene00012239	
WBGene00012240	
WBGene00012241	
WBGene00012242	
WBGene00012243	
WBGene00012244	
WBGene00012245	
WBGene00012246	
WBGene00012247	
WBGene00012248	
WBGene00012249	
WBGene00012250	
WBGene00012251	
WBGene00012252	
WBGene00012253	
WBGene00012254	
WBGene00012255	
WBGene00012256	
WBGene00012257	
WBGene00012258	
WBGene00012259	
WBGene00012260	
WBGene00012261	
WBGene00012264	
WBGene00012265	
WBGene00012266	
WBGene00012267	
WBGene00012268	
WBGene00012269	
WBGene00012270	
WBGene00012271	
WBGene00012272	
WBGene00012274	
WBGene00012275	
WBGene00012276	Q27532
WBGene00012277	
WBGene00012278	
WBGene00012279	
WBGene00012280	
WBGene00012281	
WBGene00012282	
WBGene00012283	
WBGene00012285	
WBGene00012286	
WBGene00012287	O18175
WBGene00012288	P90837
WBGene00012289	
WBGene00012290	
WBGene00012291	
WBGene00012293	
WBGene00012294	
WBGene00012295	
WBGene00012296	
WBGene00012297	
WBGene00012298	Q9XW42
WBGene00012299	
WBGene00012300	
WBGene00012301	
WBGene00012302	
WBGene00012303	
WBGene00012304	
WBGene00012305	
WBGene00012306	
WBGene00012307	
WBGene00012308	
WBGene00012309	
WBGene00012310	
WBGene00012311	
WBGene00012312	
WBGene00012313	
WBGene00012314	
WBGene00012315	Q9XXN2
WBGene00012316	
WBGene00012317	
WBGene00012318	
WBGene00012319	
WBGene00012321	
WBGene00012322	
WBGene00012323	
WBGene00012324	Q9XVW1
WBGene00012325	
WBGene00012326	
WBGene00012328	
WBGene00012329	
WBGene00012330	
WBGene00012332	Q69Z08
WBGene00012333	
WBGene00012334	
WBGene00012335	
WBGene00012336	
WBGene00012337	
WBGene00012339	
WBGene00012340	
WBGene00012341	Q27533
WBGene00012341	
WBGene00012342	Q23223
WBGene00012343	
WBGene00012344	P91917
WBGene00012344	
WBGene00012345	
WBGene00012346	
WBGene00012347	
WBGene00012348	O18178
WBGene00012349	
WBGene00012351	
WBGene00012352	Q9XUJ7
WBGene00012353	
WBGene00012354	
WBGene00012356	
WBGene00012357	
WBGene00012358	
WBGene00012359	
WBGene00012360	
WBGene00012361	
WBGene00012362	
WBGene00012363	
WBGene00012364	
WBGene00012365	
WBGene00012366	
WBGene00012369	
WBGene00012370	
WBGene00012371	
WBGene00012372	
WBGene00012373	
WBGene00012374	
WBGene00012375	O45903
WBGene00012376	Q94360
WBGene00012378	
WBGene00012379	
WBGene00012380	
WBGene00012381	
WBGene00012382	P55955
WBGene00012383	
WBGene00012385	
WBGene00012386	
WBGene00012387	
WBGene00012388	
WBGene00012389	
WBGene00012390	
WBGene00012391	
WBGene00012393	
WBGene00012394	
WBGene00012395	
WBGene00012396	
WBGene00012397	
WBGene00012398	
WBGene00012399	
WBGene00012400	
WBGene00012401	
WBGene00012402	
WBGene00012404	
WBGene00012405	
WBGene00012406	
WBGene00012407	
WBGene00012408	
WBGene00012409	
WBGene00012411	
WBGene00012412	
WBGene00012413	
WBGene00012414	
WBGene00012415	
WBGene00012416	
WBGene00012420	
WBGene00012421	
WBGene00012423	
WBGene00012424	
WBGene00012425	
WBGene00012428	
WBGene00012429	
WBGene00012431	
WBGene00012432	
WBGene00012433	
WBGene00012434	
WBGene00012435	
WBGene00012436	
WBGene00012437	
WBGene00012439	
WBGene00012440	
WBGene00012441	
WBGene00012442	
WBGene00012443	
WBGene00012444	
WBGene00012445	
WBGene00012446	
WBGene00012448	
WBGene00012449	
WBGene00012450	
WBGene00012451	
WBGene00012452	
WBGene00012454	
WBGene00012455	
WBGene00012456	
WBGene00012457	
WBGene00012458	G5EFZ3
WBGene00012458	
WBGene00012459	
WBGene00012460	Q9XXJ0
WBGene00012461	
WBGene00012462	
WBGene00012463	
WBGene00012464	
WBGene00012465	
WBGene00012466	
WBGene00012467	
WBGene00012468	
WBGene00012469	Q9U2R0
WBGene00012470	
WBGene00012471	
WBGene00012472	
WBGene00012473	
WBGene00012474	
WBGene00012475	
WBGene00012476	Q9XW15
WBGene00012477	
WBGene00012478	Q9XW13
WBGene00012479	Q9XW12
WBGene00012480	
WBGene00012481	
WBGene00012482	
WBGene00012483	
WBGene00012484	
WBGene00012486	
WBGene00012487	
WBGene00012488	
WBGene00012489	
WBGene00012490	
WBGene00012491	
WBGene00012492	
WBGene00012494	
WBGene00012496	
WBGene00012497	
WBGene00012500	
WBGene00012501	
WBGene00012502	
WBGene00012503	
WBGene00012504	
WBGene00012505	
WBGene00012509	
WBGene00012510	
WBGene00012512	
WBGene00012513	
WBGene00012514	
WBGene00012515	
WBGene00012516	
WBGene00012518	
WBGene00012520	
WBGene00012521	
WBGene00012522	
WBGene00012523	
WBGene00012524	
WBGene00012525	
WBGene00012527	
WBGene00012528	
WBGene00012529	
WBGene00012530	
WBGene00012531	
WBGene00012532	
WBGene00012533	
WBGene00012535	
WBGene00012536	
WBGene00012537	
WBGene00012538	
WBGene00012540	
WBGene00012541	
WBGene00012542	
WBGene00012543	
WBGene00012544	Q9XWV2
WBGene00012545	
WBGene00012546	
WBGene00012547	
WBGene00012548	
WBGene00012549	
WBGene00012550	Q9XWW1
WBGene00012551	
WBGene00012552	
WBGene00012553	P55954
WBGene00012554	
WBGene00012555	Q9XWV0
WBGene00012555	
WBGene00012556	Q9XWV5
WBGene00012557	
WBGene00012558	
WBGene00012559	Q9XWU8
WBGene00012560	
WBGene00012561	
WBGene00012562	
WBGene00012564	
WBGene00012565	
WBGene00012566	
WBGene00012567	
WBGene00012570	
WBGene00012571	
WBGene00012574	
WBGene00012575	
WBGene00012576	
WBGene00012577	
WBGene00012578	Q9U2M8
WBGene00012579	
WBGene00012580	
WBGene00012581	
WBGene00012582	
WBGene00012583	
WBGene00012584	
WBGene00012585	
WBGene00012586	
WBGene00012587	
WBGene00012589	
WBGene00012590	
WBGene00012591	
WBGene00012592	
WBGene00012593	
WBGene00012594	
WBGene00012595	
WBGene00012596	
WBGene00012597	
WBGene00012598	
WBGene00012600	
WBGene00012602	
WBGene00012603	
WBGene00012604	
WBGene00012605	
WBGene00012606	
WBGene00012607	
WBGene00012608	Q9U2M4
WBGene00012609	
WBGene00012610	
WBGene00012612	
WBGene00012614	
WBGene00012615	
WBGene00012616	
WBGene00012617	
WBGene00012621	
WBGene00012622	
WBGene00012624	
WBGene00012625	
WBGene00012626	Q9XX47
WBGene00012627	
WBGene00012628	
WBGene00012629	
WBGene00012630	
WBGene00012631	
WBGene00012632	
WBGene00012633	
WBGene00012634	
WBGene00012635	
WBGene00012636	
WBGene00012637	
WBGene00012638	
WBGene00012639	
WBGene00012640	
WBGene00012641	
WBGene00012642	
WBGene00012643	
WBGene00012644	
WBGene00012645	
WBGene00012646	
WBGene00012647	
WBGene00012648	
WBGene00012649	
WBGene00012650	
WBGene00012651	
WBGene00012652	Q9XX15
WBGene00012654	
WBGene00012655	
WBGene00012656	
WBGene00012657	
WBGene00012658	
WBGene00012659	
WBGene00012660	
WBGene00012661	
WBGene00012662	
WBGene00012663	
WBGene00012664	
WBGene00012665	Q9NES8
WBGene00012665	
WBGene00012666	
WBGene00012668	
WBGene00012669	
WBGene00012670	
WBGene00012671	
WBGene00012672	
WBGene00012673	
WBGene00012674	
WBGene00012675	
WBGene00012676	Q9NEU2
WBGene00012678	
WBGene00012681	
WBGene00012682	
WBGene00012683	
WBGene00012684	
WBGene00012686	
WBGene00012688	
WBGene00012689	
WBGene00012692	Q9NEU5
WBGene00012693	Q8MYM9
WBGene00012693	
WBGene00012694	
WBGene00012695	
WBGene00012696	
WBGene00012697	
WBGene00012698	
WBGene00012699	
WBGene00012700	
WBGene00012701	
WBGene00012702	
WBGene00012703	
WBGene00012704	
WBGene00012705	
WBGene00012707	
WBGene00012708	
WBGene00012709	
WBGene00012710	
WBGene00012711	
WBGene00012712	
WBGene00012713	O45924
WBGene00012713	
WBGene00012714	
WBGene00012715	
WBGene00012716	
WBGene00012717	
WBGene00012718	
WBGene00012719	
WBGene00012720	
WBGene00012721	
WBGene00012722	
WBGene00012723	
WBGene00012724	
WBGene00012725	
WBGene00012726	
WBGene00012727	
WBGene00012728	
WBGene00012729	
WBGene00012730	
WBGene00012731	
WBGene00012732	
WBGene00012733	
WBGene00012734	
WBGene00012735	
WBGene00012738	
WBGene00012739	
WBGene00012740	
WBGene00012741	
WBGene00012742	
WBGene00012743	
WBGene00012744	
WBGene00012747	
WBGene00012748	
WBGene00012750	
WBGene00012753	
WBGene00012754	
WBGene00012755	
WBGene00012756	
WBGene00012757	
WBGene00012758	
WBGene00012759	Q9XWU2
WBGene00012760	
WBGene00012761	
WBGene00012762	
WBGene00012763	
WBGene00012764	
WBGene00012765	
WBGene00012766	
WBGene00012767	
WBGene00012768	Q9U2H9
WBGene00012769	
WBGene00012770	
WBGene00012771	
WBGene00012772	
WBGene00012773	
WBGene00012775	
WBGene00012776	
WBGene00012777	
WBGene00012778	
WBGene00012779	Q9U2H1
WBGene00012779	
WBGene00012780	
WBGene00012781	
WBGene00012782	
WBGene00012783	
WBGene00012784	
WBGene00012785	
WBGene00012786	
WBGene00012787	
WBGene00012788	
WBGene00012789	
WBGene00012790	
WBGene00012791	
WBGene00012792	
WBGene00012794	
WBGene00012795	
WBGene00012796	O62446
WBGene00012796	
WBGene00012798	
WBGene00012799	
WBGene00012802	G5EEU2
WBGene00012803	
WBGene00012804	
WBGene00012806	
WBGene00012807	
WBGene00012808	
WBGene00012809	
WBGene00012810	
WBGene00012811	
WBGene00012812	
WBGene00012813	
WBGene00012814	
WBGene00012815	
WBGene00012816	
WBGene00012818	
WBGene00012819	
WBGene00012820	
WBGene00012821	
WBGene00012822	
WBGene00012823	
WBGene00012824	
WBGene00012825	
WBGene00012826	
WBGene00012827	
WBGene00012828	
WBGene00012829	
WBGene00012830	
WBGene00012831	
WBGene00012832	
WBGene00012833	
WBGene00012834	
WBGene00012835	Q9XWN6
WBGene00012836	
WBGene00012837	
WBGene00012838	
WBGene00012840	
WBGene00012841	
WBGene00012844	
WBGene00012845	
WBGene00012846	
WBGene00012847	
WBGene00012848	
WBGene00012849	
WBGene00012850	
WBGene00012851	
WBGene00012852	
WBGene00012853	
WBGene00012854	
WBGene00012855	
WBGene00012856	
WBGene00012857	G5ECT0
WBGene00012858	
WBGene00012859	
WBGene00012860	Q9XWZ2
WBGene00012861	
WBGene00012862	
WBGene00012863	
WBGene00012864	
WBGene00012866	
WBGene00012867	O62461
WBGene00012868	
WBGene00012869	
WBGene00012871	
WBGene00012872	
WBGene00012873	
WBGene00012874	
WBGene00012875	
WBGene00012877	
WBGene00012878	O45941
WBGene00012879	
WBGene00012880	O45944
WBGene00012883	
WBGene00012885	
WBGene00012886	
WBGene00012887	
WBGene00012888	O62479
WBGene00012889	
WBGene00012890	
WBGene00012891	
WBGene00012892	
WBGene00012893	
WBGene00012894	
WBGene00012895	
WBGene00012896	Q9U2G0
WBGene00012897	
WBGene00012899	
WBGene00012900	
WBGene00012901	Q9U2D6
WBGene00012903	
WBGene00012904	
WBGene00012905	
WBGene00012906	
WBGene00012907	
WBGene00012908	
WBGene00012909	
WBGene00012910	
WBGene00012911	
WBGene00012912	
WBGene00012913	
WBGene00012914	
WBGene00012915	
WBGene00012916	
WBGene00012917	
WBGene00012919	
WBGene00012920	
WBGene00012921	
WBGene00012922	
WBGene00012923	
WBGene00012925	
WBGene00012926	
WBGene00012927	
WBGene00012928	
WBGene00012929	Q9NAH6
WBGene00012930	
WBGene00012931	
WBGene00012932	Q9NAH4
WBGene00012933	
WBGene00012934	Q9U2C4
WBGene00012935	
WBGene00012936	
WBGene00012937	
WBGene00012938	
WBGene00012939	
WBGene00012940	
WBGene00012941	
WBGene00012942	
WBGene00012943	
WBGene00012945	
WBGene00012946	
WBGene00012947	
WBGene00012948	
WBGene00012950	
WBGene00012951	
WBGene00012952	
WBGene00012953	
WBGene00012955	
WBGene00012958	
WBGene00012959	
WBGene00012960	
WBGene00012961	
WBGene00012962	
WBGene00012964	Q9XXD4
WBGene00012965	
WBGene00012966	
WBGene00012967	Q9XXD1
WBGene00012968	
WBGene00012969	
WBGene00012970	Q9XXC8
WBGene00012970	
WBGene00012972	G5EFV3
WBGene00012973	
WBGene00012976	
WBGene00012977	
WBGene00012978	Q9U2A9
WBGene00012979	
WBGene00012980	
WBGene00012981	
WBGene00012982	Q9U297
WBGene00012983	
WBGene00012984	
WBGene00012985	
WBGene00012987	
WBGene00012988	
WBGene00012989	
WBGene00012990	B7FAS6
WBGene00012992	
WBGene00012993	
WBGene00012994	
WBGene00012995	
WBGene00012996	
WBGene00012997	
WBGene00012998	
WBGene00012999	
WBGene00013000	
WBGene00013001	
WBGene00013002	
WBGene00013004	
WBGene00013006	
WBGene00013007	
WBGene00013008	
WBGene00013009	
WBGene00013011	
WBGene00013013	
WBGene00013014	
WBGene00013015	
WBGene00013017	
WBGene00013018	
WBGene00013019	
WBGene00013020	
WBGene00013021	
WBGene00013023	
WBGene00013024	
WBGene00013025	Q9XW92
WBGene00013026	
WBGene00013027	
WBGene00013028	
WBGene00013029	
WBGene00013030	
WBGene00013033	
WBGene00013034	Q9U280
WBGene00013035	
WBGene00013036	
WBGene00013037	
WBGene00013038	Q9XTT4
WBGene00013039	
WBGene00013040	
WBGene00013041	
WBGene00013042	
WBGene00013043	
WBGene00013044	
WBGene00013045	
WBGene00013046	
WBGene00013047	
WBGene00013048	
WBGene00013049	
WBGene00013050	
WBGene00013052	
WBGene00013053	
WBGene00013054	
WBGene00013055	
WBGene00013058	
WBGene00013060	
WBGene00013061	
WBGene00013062	
WBGene00013063	
WBGene00013064	
WBGene00013066	
WBGene00013067	
WBGene00013068	
WBGene00013069	
WBGene00013070	
WBGene00013071	
WBGene00013072	
WBGene00013073	
WBGene00013074	
WBGene00013075	
WBGene00013076	
WBGene00013077	
WBGene00013078	
WBGene00013079	
WBGene00013080	
WBGene00013081	
WBGene00013082	F3Y5P4
WBGene00013083	
WBGene00013085	
WBGene00013086	
WBGene00013087	
WBGene00013088	
WBGene00013089	
WBGene00013090	
WBGene00013091	
WBGene00013093	
WBGene00013094	
WBGene00013095	
WBGene00013096	B7FAS0
WBGene00013098	
WBGene00013100	
WBGene00013101	
WBGene00013102	
WBGene00013103	Q9NAE2
WBGene00013104	
WBGene00013105	
WBGene00013106	Q9U263
WBGene00013107	
WBGene00013109	
WBGene00013111	Q9NAD6
WBGene00013116	
WBGene00013117	
WBGene00013118	
WBGene00013119	
WBGene00013120	
WBGene00013121	
WBGene00013122	Q9XWF4
WBGene00013123	
WBGene00013124	
WBGene00013125	
WBGene00013126	
WBGene00013127	Q9U256
WBGene00013128	
WBGene00013129	
WBGene00013130	
WBGene00013131	
WBGene00013132	G5ECN5
WBGene00013135	
WBGene00013136	
WBGene00013137	
WBGene00013138	
WBGene00013139	
WBGene00013140	O18211
WBGene00013141	
WBGene00013142	
WBGene00013143	
WBGene00013144	O18216
WBGene00013145	
WBGene00013146	
WBGene00013147	
WBGene00013148	
WBGene00013149	
WBGene00013150	
WBGene00013151	
WBGene00013152	
WBGene00013154	
WBGene00013156	
WBGene00013157	
WBGene00013158	
WBGene00013159	
WBGene00013160	Q9NAA5
WBGene00013161	
WBGene00013162	
WBGene00013163	
WBGene00013164	
WBGene00013165	
WBGene00013166	
WBGene00013167	
WBGene00013168	
WBGene00013169	
WBGene00013170	
WBGene00013171	
WBGene00013172	
WBGene00013173	
WBGene00013175	
WBGene00013176	Q95Q18
WBGene00013177	
WBGene00013178	
WBGene00013179	
WBGene00013180	
WBGene00013181	
WBGene00013182	
WBGene00013184	
WBGene00013186	
WBGene00013187	
WBGene00013188	Q9XWJ1
WBGene00013189	
WBGene00013190	
WBGene00013192	
WBGene00013193	
WBGene00013194	
WBGene00013195	
WBGene00013196	
WBGene00013197	G5EC63
WBGene00013198	
WBGene00013200	
WBGene00013201	
WBGene00013202	
WBGene00013203	
WBGene00013204	
WBGene00013207	
WBGene00013208	
WBGene00013209	Q9XWH0
WBGene00013210	
WBGene00013211	
WBGene00013212	
WBGene00013213	
WBGene00013214	
WBGene00013215	
WBGene00013216	
WBGene00013217	
WBGene00013218	
WBGene00013219	Q9XVZ8
WBGene00013220	
WBGene00013221	
WBGene00013222	
WBGene00013223	G5EET6
WBGene00013224	
WBGene00013225	
WBGene00013226	
WBGene00013227	
WBGene00013228	
WBGene00013230	
WBGene00013231	
WBGene00013232	
WBGene00013233	
WBGene00013234	
WBGene00013235	
WBGene00013236	Q9U239
WBGene00013237	
WBGene00013238	
WBGene00013239	
WBGene00013240	
WBGene00013241	Q9U221
WBGene00013242	
WBGene00013243	
WBGene00013244	
WBGene00013246	
WBGene00013247	
WBGene00013248	
WBGene00013249	
WBGene00013250	
WBGene00013252	
WBGene00013253	
WBGene00013254	
WBGene00013255	Q9NA75
WBGene00013256	
WBGene00013257	
WBGene00013258	
WBGene00013259	
WBGene00013260	
WBGene00013261	Q9NA80
WBGene00013263	
WBGene00013264	
WBGene00013265	
WBGene00013266	
WBGene00013267	
WBGene00013268	Q9NA73
WBGene00013269	Q9NA72
WBGene00013270	
WBGene00013272	
WBGene00013273	
WBGene00013274	
WBGene00013275	Q9XWH8
WBGene00013276	
WBGene00013277	
WBGene00013278	
WBGene00013279	
WBGene00013280	
WBGene00013281	O62488
WBGene00013282	O62489
WBGene00013284	G5EDP2
WBGene00013285	
WBGene00013286	
WBGene00013287	
WBGene00013288	
WBGene00013289	
WBGene00013290	
WBGene00013292	
WBGene00013293	
WBGene00013294	
WBGene00013295	
WBGene00013296	
WBGene00013297	
WBGene00013298	
WBGene00013299	
WBGene00013300	
WBGene00013301	O18229
WBGene00013302	
WBGene00013303	
WBGene00013304	
WBGene00013305	
WBGene00013306	
WBGene00013307	
WBGene00013308	
WBGene00013310	
WBGene00013311	
WBGene00013312	
WBGene00013315	
WBGene00013317	
WBGene00013318	
WBGene00013319	
WBGene00013321	
WBGene00013322	
WBGene00013323	
WBGene00013324	Q95Q11
WBGene00013325	
WBGene00013326	
WBGene00013327	
WBGene00013328	
WBGene00013329	
WBGene00013330	
WBGene00013331	
WBGene00013332	
WBGene00013333	
WBGene00013334	
WBGene00013335	
WBGene00013336	
WBGene00013337	
WBGene00013338	
WBGene00013339	
WBGene00013340	
WBGene00013343	
WBGene00013344	
WBGene00013345	
WBGene00013347	
WBGene00013348	
WBGene00013349	
WBGene00013350	
WBGene00013351	
WBGene00013352	G5EGH7
WBGene00013353	
WBGene00013354	
WBGene00013355	G5EEN4
WBGene00013356	
WBGene00013357	
WBGene00013358	
WBGene00013359	
WBGene00013360	
WBGene00013361	
WBGene00013362	
WBGene00013364	
WBGene00013365	
WBGene00013366	
WBGene00013367	
WBGene00013368	
WBGene00013370	
WBGene00013371	
WBGene00013373	
WBGene00013374	
WBGene00013375	
WBGene00013376	
WBGene00013378	
WBGene00013379	
WBGene00013380	
WBGene00013381	
WBGene00013382	
WBGene00013383	
WBGene00013385	
WBGene00013387	
WBGene00013388	
WBGene00013389	
WBGene00013390	
WBGene00013391	
WBGene00013392	
WBGene00013393	
WBGene00013394	
WBGene00013395	
WBGene00013396	
WBGene00013397	
WBGene00013398	
WBGene00013399	
WBGene00013400	
WBGene00013401	
WBGene00013402	
WBGene00013403	
WBGene00013404	
WBGene00013405	Q9XWG3
WBGene00013406	
WBGene00013407	
WBGene00013408	
WBGene00013409	
WBGene00013411	
WBGene00013412	
WBGene00013415	Q9NA64
WBGene00013416	
WBGene00013417	
WBGene00013418	
WBGene00013419	
WBGene00013421	
WBGene00013422	
WBGene00013424	
WBGene00013425	
WBGene00013426	
WBGene00013427	
WBGene00013429	
WBGene00013431	
WBGene00013432	
WBGene00013433	Q9BI40
WBGene00013434	
WBGene00013435	
WBGene00013436	
WBGene00013437	
WBGene00013438	
WBGene00013439	
WBGene00013440	
WBGene00013441	
WBGene00013442	
WBGene00013443	Q95Q00
WBGene00013445	
WBGene00013446	Q95PJ8
WBGene00013447	
WBGene00013448	
WBGene00013449	
WBGene00013450	
WBGene00013451	
WBGene00013452	
WBGene00013453	
WBGene00013454	
WBGene00013455	
WBGene00013456	
WBGene00013457	
WBGene00013458	
WBGene00013459	
WBGene00013460	
WBGene00013461	
WBGene00013462	Q95PZ2
WBGene00013463	
WBGene00013464	
WBGene00013465	
WBGene00013466	
WBGene00013468	
WBGene00013469	
WBGene00013470	
WBGene00013471	
WBGene00013472	
WBGene00013473	
WBGene00013474	
WBGene00013475	
WBGene00013476	
WBGene00013477	
WBGene00013478	
WBGene00013479	
WBGene00013480	
WBGene00013481	
WBGene00013482	
WBGene00013483	
WBGene00013484	
WBGene00013485	
WBGene00013486	
WBGene00013487	
WBGene00013489	
WBGene00013490	
WBGene00013491	
WBGene00013492	
WBGene00013493	
WBGene00013496	
WBGene00013497	
WBGene00013498	
WBGene00013499	
WBGene00013500	
WBGene00013501	
WBGene00013502	
WBGene00013503	
WBGene00013505	
WBGene00013506	
WBGene00013507	
WBGene00013508	
WBGene00013509	
WBGene00013511	
WBGene00013512	
WBGene00013513	
WBGene00013514	Q9XWC2
WBGene00013515	Q9XWC3
WBGene00013516	
WBGene00013517	
WBGene00013518	
WBGene00013519	
WBGene00013520	
WBGene00013521	
WBGene00013522	
WBGene00013523	
WBGene00013524	
WBGene00013525	
WBGene00013526	
WBGene00013527	
WBGene00013528	
WBGene00013529	
WBGene00013530	
WBGene00013531	
WBGene00013532	
WBGene00013534	
WBGene00013536	
WBGene00013538	
WBGene00013539	
WBGene00013540	
WBGene00013541	Q9XW87
WBGene00013542	
WBGene00013543	
WBGene00013544	
WBGene00013545	
WBGene00013547	
WBGene00013548	Q9XW71
WBGene00013549	
WBGene00013550	
WBGene00013551	
WBGene00013552	
WBGene00013553	
WBGene00013554	
WBGene00013555	
WBGene00013556	
WBGene00013557	
WBGene00013558	
WBGene00013559	
WBGene00013560	
WBGene00013561	Q9XW78
WBGene00013562	
WBGene00013563	
WBGene00013564	
WBGene00013565	
WBGene00013566	
WBGene00013567	
WBGene00013568	
WBGene00013569	Q9XWB9
WBGene00013570	
WBGene00013572	
WBGene00013573	
WBGene00013574	
WBGene00013575	
WBGene00013576	
WBGene00013577	
WBGene00013578	
WBGene00013579	
WBGene00013580	
WBGene00013581	
WBGene00013583	
WBGene00013584	
WBGene00013585	
WBGene00013586	
WBGene00013587	
WBGene00013588	
WBGene00013590	
WBGene00013591	D0Z5N4
WBGene00013592	
WBGene00013593	
WBGene00013594	
WBGene00013595	
WBGene00013596	
WBGene00013597	
WBGene00013598	Q9NA26
WBGene00013599	Q9U1Q0
WBGene00013601	
WBGene00013602	
WBGene00013603	Q7YWN4
WBGene00013604	
WBGene00013605	
WBGene00013606	G5ED41
WBGene00013607	
WBGene00013608	
WBGene00013609	
WBGene00013610	
WBGene00013611	
WBGene00013613	
WBGene00013616	
WBGene00013619	
WBGene00013620	
WBGene00013621	
WBGene00013622	
WBGene00013623	
WBGene00013626	
WBGene00013628	
WBGene00013629	
WBGene00013631	
WBGene00013632	
WBGene00013633	
WBGene00013634	
WBGene00013635	
WBGene00013636	
WBGene00013637	
WBGene00013639	
WBGene00013642	Q9U320
WBGene00013643	
WBGene00013645	
WBGene00013646	
WBGene00013647	
WBGene00013649	
WBGene00013650	Q9NAM7
WBGene00013651	
WBGene00013653	
WBGene00013654	
WBGene00013655	
WBGene00013656	
WBGene00013657	
WBGene00013658	
WBGene00013659	
WBGene00013662	
WBGene00013665	
WBGene00013666	
WBGene00013667	
WBGene00013668	
WBGene00013669	
WBGene00013670	
WBGene00013671	
WBGene00013672	
WBGene00013673	
WBGene00013674	
WBGene00013676	
WBGene00013677	
WBGene00013678	
WBGene00013679	
WBGene00013680	
WBGene00013682	
WBGene00013683	
WBGene00013684	
WBGene00013685	
WBGene00013687	
WBGene00013688	Q95Q34
WBGene00013689	Q9NF14
WBGene00013690	
WBGene00013691	
WBGene00013692	
WBGene00013693	
WBGene00013694	
WBGene00013695	
WBGene00013696	
WBGene00013697	Q9XWQ1
WBGene00013697	
WBGene00013698	
WBGene00013699	
WBGene00013700	
WBGene00013701	
WBGene00013702	
WBGene00013703	
WBGene00013704	
WBGene00013705	
WBGene00013708	Q9XWE6
WBGene00013709	Q8WQ99
WBGene00013710	
WBGene00013711	
WBGene00013712	
WBGene00013713	
WBGene00013716	
WBGene00013717	
WBGene00013718	
WBGene00013719	
WBGene00013720	
WBGene00013721	
WBGene00013723	
WBGene00013724	
WBGene00013725	Q9XWS0
WBGene00013726	
WBGene00013727	
WBGene00013728	
WBGene00013729	
WBGene00013730	
WBGene00013732	
WBGene00013734	
WBGene00013735	
WBGene00013736	Q9NEX2
WBGene00013737	O77081
WBGene00013738	
WBGene00013739	
WBGene00013740	
WBGene00013741	
WBGene00013742	
WBGene00013744	
WBGene00013746	
WBGene00013747	
WBGene00013748	
WBGene00013749	
WBGene00013750	
WBGene00013751	
WBGene00013752	
WBGene00013753	
WBGene00013754	
WBGene00013755	
WBGene00013756	
WBGene00013757	
WBGene00013758	
WBGene00013759	
WBGene00013760	
WBGene00013761	
WBGene00013762	
WBGene00013764	
WBGene00013765	Q9U2Y2
WBGene00013766	Q9U2X0
WBGene00013768	
WBGene00013771	
WBGene00013773	
WBGene00013774	
WBGene00013775	
WBGene00013776	
WBGene00013777	
WBGene00013778	
WBGene00013779	
WBGene00013781	
WBGene00013782	
WBGene00013784	
WBGene00013785	
WBGene00013786	
WBGene00013789	
WBGene00013790	
WBGene00013791	Q9U2T3
WBGene00013792	
WBGene00013794	
WBGene00013795	
WBGene00013796	
WBGene00013797	
WBGene00013798	
WBGene00013799	
WBGene00013800	
WBGene00013801	
WBGene00013802	
WBGene00013803	
WBGene00013804	
WBGene00013805	
WBGene00013806	
WBGene00013807	
WBGene00013808	
WBGene00013809	
WBGene00013810	
WBGene00013811	
WBGene00013812	
WBGene00013814	
WBGene00013815	
WBGene00013816	
WBGene00013817	
WBGene00013819	
WBGene00013820	
WBGene00013822	
WBGene00013823	
WBGene00013824	
WBGene00013825	
WBGene00013828	
WBGene00013829	
WBGene00013830	
WBGene00013831	
WBGene00013832	
WBGene00013833	
WBGene00013834	
WBGene00013835	
WBGene00013836	
WBGene00013837	
WBGene00013838	
WBGene00013839	
WBGene00013840	
WBGene00013844	
WBGene00013845	
WBGene00013846	Q03610
WBGene00013847	Q03609
WBGene00013848	Q03613
WBGene00013849	
WBGene00013850	
WBGene00013852	
WBGene00013853	
WBGene00013854	Q23240
WBGene00013855	Q20911
WBGene00013856	Q23247
WBGene00013857	
WBGene00013858	Q23246
WBGene00013859	
WBGene00013860	
WBGene00013862	Q23256
WBGene00013863	
WBGene00013865	
WBGene00013866	
WBGene00013867	
WBGene00013868	
WBGene00013869	
WBGene00013870	Q23261
WBGene00013871	
WBGene00013872	
WBGene00013873	
WBGene00013874	
WBGene00013875	
WBGene00013876	
WBGene00013877	
WBGene00013878	Q23272
WBGene00013879	
WBGene00013880	
WBGene00013881	
WBGene00013882	
WBGene00013883	
WBGene00013884	Q23307
WBGene00013884	
WBGene00013886	
WBGene00013887	
WBGene00013888	
WBGene00013889	
WBGene00013890	
WBGene00013891	
WBGene00013892	Q23314
WBGene00013893	
WBGene00013894	Q27535
WBGene00013895	
WBGene00013896	
WBGene00013897	
WBGene00013898	
WBGene00013899	
