Gene stable ID	Human gene stable ID	Human orthology confidence [0 low, 1 high]
FBgn0037698	ENSG00000156030	0
FBgn0267993		
FBgn0264379		
FBgn0031150	ENSG00000112276	0
FBgn0031150	ENSG00000132429	0
FBgn0031150	ENSG00000121577	0
FBgn0036871		
FBgn0031127		
FBgn0086601		
FBgn0266743		
FBgn0051635	ENSG00000104866	0
FBgn0034063		
FBgn0266392		
FBgn0058461		
FBgn0034417	ENSG00000169919	1
FBgn0028424		
FBgn0266381		
FBgn0029751		
FBgn0266722	ENSG00000182400	1
FBgn0266722	ENSG00000007255	1
FBgn0082954		
FBgn0000543	ENSG00000122882	1
FBgn0053299		
FBgn0263023		
FBgn0063667	ENSG00000182919	1
FBgn0033990		
FBgn0039111	ENSG00000110536	1
FBgn0036949		
FBgn0085473		
FBgn0038332	ENSG00000119929	1
FBgn0265855		
FBgn0051804		
FBgn0036186	ENSG00000148120	0
FBgn0036186	ENSG00000142327	0
FBgn0036186	ENSG00000164307	0
FBgn0036186	ENSG00000164308	0
FBgn0036186	ENSG00000072657	0
FBgn0036186	ENSG00000113441	0
FBgn0036186	ENSG00000176393	0
FBgn0036186	ENSG00000172901	0
FBgn0036186	ENSG00000166825	0
FBgn0262788		
FBgn0033170	ENSG00000100078	0
FBgn0033170	ENSG00000167525	0
FBgn0032315		
FBgn0032161	ENSG00000167969	1
FBgn0036856	ENSG00000138382	1
FBgn0025686	ENSG00000166126	0
FBgn0260453	ENSG00000078668	0
FBgn0053310	ENSG00000143153	0
FBgn0053310	ENSG00000129244	0
FBgn0053310	ENSG00000186009	0
FBgn0053310	ENSG00000101892	0
FBgn0053310	ENSG00000069849	0
FBgn0265847		
FBgn0030813		
FBgn0039338	ENSG00000085224	0
FBgn0262976		
FBgn0034229		
FBgn0266909		
FBgn0266858		
FBgn0265338		
FBgn0028429	ENSG00000102055	0
FBgn0053372		
FBgn0085425	ENSG00000186795	0
FBgn0085425	ENSG00000124780	0
FBgn0085425	ENSG00000173338	0
FBgn0032095	ENSG00000168140	0
FBgn0267204		
FBgn0030684		
FBgn0039838	ENSG00000174990	0
FBgn0039838	ENSG00000063180	0
FBgn0039838	ENSG00000074410	0
FBgn0039838	ENSG00000185015	0
FBgn0039838	ENSG00000164879	0
FBgn0039838	ENSG00000133742	0
FBgn0039838	ENSG00000178538	0
FBgn0039838	ENSG00000107159	0
FBgn0039838	ENSG00000169239	0
FBgn0039838	ENSG00000168748	0
FBgn0039838	ENSG00000131686	0
FBgn0267012		
FBgn0025574	ENSG00000197329	1
FBgn0025574	ENSG00000174516	1
FBgn0025574	ENSG00000139946	1
FBgn0037529	ENSG00000135972	1
FBgn0040733		
FBgn0083991		
FBgn0265965		
FBgn0053816		
FBgn0032074		
FBgn0051506		
FBgn0038679		
FBgn0051231		
FBgn0037762	ENSG00000066322	0
FBgn0037762	ENSG00000164181	0
FBgn0265161		
FBgn0265697		
FBgn0267539		
FBgn0267289		
FBgn0267219		
FBgn0039507		
FBgn0283479	ENSG00000163283	1
FBgn0283479	ENSG00000163295	1
FBgn0283479	ENSG00000163286	1
FBgn0283479	ENSG00000162551	1
FBgn0262955	ENSG00000047315	1
FBgn0266034		
FBgn0264540		
FBgn0050105		
FBgn0264872		
FBgn0003888		
FBgn0051131		
FBgn0030768	ENSG00000189362	0
FBgn0030768	ENSG00000166881	0
FBgn0019661		
FBgn0030858	ENSG00000108506	1
FBgn0263582		
FBgn0031701		
FBgn0267109		
FBgn0034997	ENSG00000166311	1
FBgn0267510		
FBgn0037794	ENSG00000198026	0
FBgn0037794	ENSG00000020256	0
FBgn0083053		
FBgn0260499		
FBgn0000241		
FBgn0030283		
FBgn0051105	ENSG00000168447	0
FBgn0051105	ENSG00000072182	0
FBgn0051105	ENSG00000162572	0
FBgn0051105	ENSG00000111319	0
FBgn0051105	ENSG00000108684	0
FBgn0051105	ENSG00000166828	0
FBgn0051105	ENSG00000213199	0
FBgn0051105	ENSG00000110881	0
FBgn0267815		
FBgn0011802	ENSG00000064703	0
FBgn0001079	ENSG00000163482	0
FBgn0031611	ENSG00000112367	1
FBgn0082983		
FBgn0085342		
FBgn0040206	ENSG00000141480	0
FBgn0040206	ENSG00000137486	0
FBgn0267172		
FBgn0000071	ENSG00000185565	0
FBgn0000071	ENSG00000142549	0
FBgn0000071	ENSG00000183715	0
FBgn0000071	ENSG00000172260	0
FBgn0000071	ENSG00000182667	0
FBgn0000071	ENSG00000183067	0
FBgn0029922		
FBgn0267158		
FBgn0020443		
FBgn0033767		
FBgn0030025		
FBgn0266894		
FBgn0031529	ENSG00000198856	1
FBgn0036278		
FBgn0051579		
FBgn0002941	ENSG00000235608	0
FBgn0002941	ENSG00000180053	0
FBgn0266170		
FBgn0039266		
FBgn0263986		
FBgn0038217		
FBgn0017457	ENSG00000160201	1
FBgn0017457	ENSG00000161265	1
FBgn0017457	ENSG00000275895	1
FBgn0017457	ENSG00000267120	0
FBgn0264431		
FBgn0264788		
FBgn0035547		
FBgn0039487		
FBgn0267498		
FBgn0262379		
FBgn0031462	ENSG00000143627	1
FBgn0031462	ENSG00000067225	1
FBgn0052206		
FBgn0036274		
FBgn0264565		
FBgn0264567		
FBgn0033403		
FBgn0003278	ENSG00000125630	1
FBgn0030587		
FBgn0030011	ENSG00000069966	1
FBgn0265629		
FBgn0051300		
FBgn0005355	ENSG00000107882	1
FBgn0031598	ENSG00000141252	1
FBgn0051151	ENSG00000140320	0
FBgn0051151	ENSG00000182095	0
FBgn0051151	ENSG00000266074	0
FBgn0262985		
FBgn0262372		
FBgn0027291	ENSG00000166411	1
FBgn0004198	ENSG00000257923	0
FBgn0004198	ENSG00000111249	0
FBgn0037298	ENSG00000143653	1
FBgn0037570		
FBgn0030109	ENSG00000148358	0
FBgn0030109	ENSG00000125734	0
FBgn0030109	ENSG00000103978	0
FBgn0030109	ENSG00000153214	0
FBgn0061362	ENSG00000161980	1
FBgn0031249	ENSG00000164344	0
FBgn0031249	ENSG00000184647	0
FBgn0031249	ENSG00000253649	0
FBgn0031249	ENSG00000131187	0
FBgn0031249	ENSG00000129451	0
FBgn0031249	ENSG00000159403	0
FBgn0031249	ENSG00000139178	0
FBgn0030432		
FBgn0032670		
FBgn0265074		
FBgn0267339	ENSG00000087095	0
FBgn0267339	ENSG00000188130	0
FBgn0267339	ENSG00000050748	0
FBgn0267339	ENSG00000069956	0
FBgn0267339	ENSG00000141639	0
FBgn0267339	ENSG00000135250	0
FBgn0267339	ENSG00000102882	0
FBgn0267339	ENSG00000156711	0
FBgn0267339	ENSG00000184343	0
FBgn0267339	ENSG00000109339	0
FBgn0267339	ENSG00000107643	0
FBgn0267339	ENSG00000112144	0
FBgn0267339	ENSG00000096063	0
FBgn0034959	ENSG00000173950	1
FBgn0002633	ENSG00000187821	0
FBgn0002633	ENSG00000188290	0
FBgn0002633	ENSG00000163909	0
FBgn0002633	ENSG00000197921	0
FBgn0002633	ENSG00000134107	0
FBgn0002633	ENSG00000114315	0
FBgn0002633	ENSG00000164683	0
FBgn0002633	ENSG00000069812	0
FBgn0002633	ENSG00000123095	0
FBgn0002633	ENSG00000179111	0
FBgn0002633	ENSG00000144485	0
FBgn0002633	ENSG00000173673	0
FBgn0002633	ENSG00000135547	0
FBgn0267986		
FBgn0032471	ENSG00000095321	0
FBgn0052066	ENSG00000153310	1
FBgn0052066	ENSG00000197872	1
FBgn0264308		
FBgn0030643		
FBgn0030529	ENSG00000155962	0
FBgn0030529	ENSG00000124194	0
FBgn0030529	ENSG00000169504	0
FBgn0030529	ENSG00000133433	0
FBgn0030529	ENSG00000099984	0
FBgn0030529	ENSG00000148834	0
FBgn0030529	ENSG00000159212	0
FBgn0030529	ENSG00000213719	0
FBgn0030529	ENSG00000104381	0
FBgn0030529	ENSG00000276950	0
FBgn0030529	ENSG00000065621	0
FBgn0030529	ENSG00000112782	0
FBgn0030529	ENSG00000169583	0
FBgn0085353		
FBgn0259242	ENSG00000184261	0
FBgn0259242	ENSG00000186795	0
FBgn0259242	ENSG00000100433	0
FBgn0259242	ENSG00000099337	0
FBgn0259242	ENSG00000095981	0
FBgn0259242	ENSG00000164626	0
FBgn0259242	ENSG00000082482	0
FBgn0259242	ENSG00000171303	0
FBgn0259242	ENSG00000152315	0
FBgn0259242	ENSG00000169427	0
FBgn0259242	ENSG00000124780	0
FBgn0259242	ENSG00000182450	0
FBgn0259242	ENSG00000135750	0
FBgn0259242	ENSG00000124249	0
FBgn0259242	ENSG00000173338	0
FBgn0261020	ENSG00000120697	1
FBgn0037485	ENSG00000109667	0
FBgn0037485	ENSG00000163581	0
FBgn0037485	ENSG00000197241	0
FBgn0037485	ENSG00000181856	0
FBgn0037485	ENSG00000146411	0
FBgn0037485	ENSG00000151229	0
FBgn0037485	ENSG00000251357	0
FBgn0037485	ENSG00000133460	0
FBgn0037485	ENSG00000059804	0
FBgn0037485	ENSG00000173262	0
FBgn0037485	ENSG00000197496	0
FBgn0037485	ENSG00000160326	0
FBgn0037485	ENSG00000117394	0
FBgn0037485	ENSG00000136856	0
FBgn0037485	ENSG00000142583	0
FBgn0015396	ENSG00000109101	0
FBgn0038467	ENSG00000239900	1
FBgn0032753		
FBgn0015778	ENSG00000138757	1
FBgn0015778	ENSG00000145907	1
FBgn0086690		
FBgn0030277		
FBgn0034923	ENSG00000169062	1
FBgn0034923	ENSG00000125351	1
FBgn0039252	ENSG00000172009	0
FBgn0039252	ENSG00000123213	0
FBgn0037572		
FBgn0037431	ENSG00000089220	0
FBgn0020372		
FBgn0267492		
FBgn0038645		
FBgn0032382	ENSG00000243480	0
FBgn0032382	ENSG00000237763	0
FBgn0032382	ENSG00000174876	0
FBgn0032382	ENSG00000187733	0
FBgn0032382	ENSG00000240038	0
FBgn0032382	ENSG00000138079	0
FBgn0032382	ENSG00000168003	0
FBgn0010638	ENSG00000106803	1
FBgn0051940		
FBgn0083120		
FBgn0040688		
FBgn0025678	ENSG00000143870	1
FBgn0039417	ENSG00000235173	1
FBgn0085282		
FBgn0029715	ENSG00000106244	1
FBgn0003328	ENSG00000138448	0
FBgn0003328	ENSG00000083457	0
FBgn0003328	ENSG00000137809	0
FBgn0003328	ENSG00000161638	0
FBgn0003328	ENSG00000115232	0
FBgn0003328	ENSG00000005844	0
FBgn0003328	ENSG00000135424	0
FBgn0003328	ENSG00000144668	0
FBgn0003328	ENSG00000156886	0
FBgn0003328	ENSG00000164171	0
FBgn0003328	ENSG00000169896	0
FBgn0003328	ENSG00000077943	0
FBgn0003328	ENSG00000213949	0
FBgn0003328	ENSG00000091409	0
FBgn0003328	ENSG00000143127	0
FBgn0003328	ENSG00000005961	0
FBgn0003328	ENSG00000140678	0
FBgn0003328	ENSG00000005884	0
FBgn0027359	ENSG00000150779	1
FBgn0264268		
FBgn0262140		
FBgn0027784	ENSG00000165630	1
FBgn0027784	ENSG00000282246	1
FBgn0030348	ENSG00000107902	0
FBgn0030348	ENSG00000241360	0
FBgn0030348	ENSG00000184207	0
FBgn0035751		
FBgn0267634		
FBgn0266620		
FBgn0031955		
FBgn0267779		
FBgn0038647		
FBgn0038344	ENSG00000112249	1
FBgn0036417		
FBgn0034540		
FBgn0032740		
FBgn0034624	ENSG00000173401	0
FBgn0034624	ENSG00000096006	0
FBgn0031194	ENSG00000155367	0
FBgn0031194	ENSG00000164088	0
FBgn0031194	ENSG00000213889	0
FBgn0263845		
FBgn0037139		
FBgn0085202		
FBgn0014024	ENSG00000075856	0
FBgn0262896		
FBgn0050249		
FBgn0264272		
FBgn0265193		
FBgn0042180		
FBgn0261844		
FBgn0028526		
FBgn0004597		
FBgn0260486	ENSG00000128512	0
FBgn0260486	ENSG00000107099	0
FBgn0260486	ENSG00000147459	0
FBgn0025634	ENSG00000157259	0
FBgn0035630		
FBgn0263657		
FBgn0036022		
FBgn0265673		
FBgn0034920		
FBgn0032780		
FBgn0053221		
FBgn0035041		
FBgn0029158	ENSG00000121897	1
FBgn0042207	ENSG00000182333	0
FBgn0042207	ENSG00000107798	0
FBgn0042207	ENSG00000173239	0
FBgn0042207	ENSG00000204021	0
FBgn0042207	ENSG00000204022	0
FBgn0042207	ENSG00000204020	0
FBgn0262581		
FBgn0039296	ENSG00000120725	1
FBgn0263615		
FBgn0030061	ENSG00000105373	1
FBgn0028991		
FBgn0082967		
FBgn0086768	ENSG00000120265	0
FBgn0265362		
FBgn0030440		
FBgn0030163		
FBgn0031757	ENSG00000153291	1
FBgn0032138	ENSG00000100029	1
FBgn0265703		
FBgn0041004	ENSG00000164983	1
FBgn0034657	ENSG00000143815	0
FBgn0034657	ENSG00000149809	0
FBgn0029700		
FBgn0262605		
FBgn0033378	ENSG00000265241	1
FBgn0028944		
FBgn0050158		
FBgn0267667		
FBgn0037378		
FBgn0264502		
FBgn0001995	ENSG00000105364	1
FBgn0034335	ENSG00000155962	0
FBgn0034335	ENSG00000124194	0
FBgn0034335	ENSG00000169504	0
FBgn0034335	ENSG00000133433	0
FBgn0034335	ENSG00000099984	0
FBgn0034335	ENSG00000148834	0
FBgn0034335	ENSG00000159212	0
FBgn0034335	ENSG00000213719	0
FBgn0034335	ENSG00000104381	0
FBgn0034335	ENSG00000276950	0
FBgn0034335	ENSG00000065621	0
FBgn0034335	ENSG00000112782	0
FBgn0034335	ENSG00000169583	0
FBgn0037017	ENSG00000157538	1
FBgn0028935	ENSG00000148120	0
FBgn0028935	ENSG00000142327	0
FBgn0028935	ENSG00000164307	0
FBgn0028935	ENSG00000164308	0
FBgn0028935	ENSG00000072657	0
FBgn0028935	ENSG00000113441	0
FBgn0028935	ENSG00000176393	0
FBgn0028935	ENSG00000172901	0
FBgn0028935	ENSG00000166825	0
FBgn0044419	ENSG00000178307	1
FBgn0030374		
FBgn0031304	ENSG00000036054	1
FBgn0053679		
FBgn0029979		
FBgn0003390		
FBgn0052569		
FBgn0035101	ENSG00000087589	0
FBgn0035101	ENSG00000100842	0
FBgn0035101	ENSG00000111859	0
FBgn0035101	ENSG00000050820	0
FBgn0038769	ENSG00000102921	0
FBgn0038769	ENSG00000163874	0
FBgn0038769	ENSG00000100441	0
FBgn0038769	ENSG00000102053	0
FBgn0038769	ENSG00000178199	0
FBgn0038769	ENSG00000149289	0
FBgn0038769	ENSG00000205978	0
FBgn0266877		
FBgn0050029		
FBgn0011770	ENSG00000178922	1
FBgn0265089	ENSG00000175766	0
FBgn0265089	ENSG00000135930	0
FBgn0265089	ENSG00000163412	0
FBgn0265089	ENSG00000151247	0
FBgn0260653		
FBgn0031791		
FBgn0028981		
FBgn0083058		
FBgn0030574	ENSG00000164893	0
FBgn0030574	ENSG00000003989	0
FBgn0267066		
FBgn0030293		
FBgn0034381		
FBgn0265064		
FBgn0040636		
FBgn0000206		
FBgn0033775		
FBgn0266281		
FBgn0263611		
FBgn0265316		
FBgn0003257	ENSG00000114491	0
FBgn0038151		
FBgn0034546		
FBgn0031364		
FBgn0036987	ENSG00000146576	0
FBgn0029681		
FBgn0051974		
FBgn0035546		
FBgn0028473	ENSG00000107937	0
FBgn0266358		
FBgn0039232		
FBgn0030892	ENSG00000116668	0
FBgn0051373	ENSG00000258429	1
FBgn0003654		
FBgn0037085		
FBgn0260487		
FBgn0030584	ENSG00000182512	1
FBgn0005561		
FBgn0267741		
FBgn0266656		
FBgn0032281		
FBgn0038740	ENSG00000103222	0
FBgn0038740	ENSG00000124574	0
FBgn0038740	ENSG00000001626	0
FBgn0038740	ENSG00000023839	0
FBgn0038740	ENSG00000091262	0
FBgn0038740	ENSG00000121270	0
FBgn0038740	ENSG00000140798	0
FBgn0038740	ENSG00000125257	0
FBgn0038740	ENSG00000006071	0
FBgn0038740	ENSG00000114770	0
FBgn0038740	ENSG00000108846	0
FBgn0038740	ENSG00000069431	0
FBgn0032729	ENSG00000087299	1
FBgn0266797		
FBgn0053113	ENSG00000125744	0
FBgn0053113	ENSG00000115310	0
FBgn0053113	ENSG00000176381	0
FBgn0053113	ENSG00000133318	0
FBgn0053113	ENSG00000139970	0
FBgn0051548	ENSG00000117594	0
FBgn0051548	ENSG00000157326	0
FBgn0051548	ENSG00000187630	0
FBgn0051548	ENSG00000080511	0
FBgn0051548	ENSG00000109016	0
FBgn0051548	ENSG00000157379	0
FBgn0051548	ENSG00000184544	0
FBgn0051548	ENSG00000159228	0
FBgn0051548	ENSG00000167733	0
FBgn0051548	ENSG00000100867	0
FBgn0051548	ENSG00000159231	0
FBgn0052671		
FBgn0266031		
FBgn0025682	ENSG00000128595	0
FBgn0025682	ENSG00000285283	0
FBgn0025682	ENSG00000049449	0
FBgn0025682	ENSG00000142552	0
FBgn0267849	ENSG00000117758	0
FBgn0267849	ENSG00000079950	0
FBgn0026562	ENSG00000113140	1
FBgn0026562	ENSG00000152583	0
FBgn0263482		
FBgn0000636	ENSG00000091972	0
FBgn0000636	ENSG00000105767	0
FBgn0000636	ENSG00000204475	0
FBgn0000636	ENSG00000073008	0
FBgn0000636	ENSG00000170545	0
FBgn0000636	ENSG00000143217	0
FBgn0000636	ENSG00000110400	0
FBgn0000636	ENSG00000150637	0
FBgn0000636	ENSG00000162706	0
FBgn0000636	ENSG00000175161	0
FBgn0000636	ENSG00000177707	0
FBgn0000636	ENSG00000130202	0
FBgn0000636	ENSG00000181847	0
FBgn0000636	ENSG00000182985	0
FBgn0000636	ENSG00000109943	0
FBgn0029088	ENSG00000185920	0
FBgn0029088	ENSG00000165186	0
FBgn0029088	ENSG00000204624	0
FBgn0029088	ENSG00000154309	0
FBgn0029088	ENSG00000140323	0
FBgn0029088	ENSG00000182077	0
FBgn0029088	ENSG00000117425	0
FBgn0029088	ENSG00000244694	0
FBgn0266955		
FBgn0063376		
FBgn0053806		
FBgn0086042		
FBgn0266694		
FBgn0265608		
FBgn0038087		
FBgn0029606		
FBgn0264445		
FBgn0011230	ENSG00000127481	0
FBgn0023179	ENSG00000125851	1
FBgn0038721		
FBgn0039110	ENSG00000164188	0
FBgn0039110	ENSG00000015568	0
FBgn0039110	ENSG00000169629	0
FBgn0039110	ENSG00000196862	0
FBgn0039110	ENSG00000183054	0
FBgn0039110	ENSG00000153165	0
FBgn0039110	ENSG00000185304	0
FBgn0039110	ENSG00000187627	0
FBgn0034372	ENSG00000167671	1
FBgn0036789	ENSG00000180616	1
FBgn0035173	ENSG00000165449	0
FBgn0035173	ENSG00000152779	0
FBgn0035173	ENSG00000108932	0
FBgn0035173	ENSG00000168679	0
FBgn0035173	ENSG00000170190	0
FBgn0035173	ENSG00000174326	0
FBgn0035173	ENSG00000118596	0
FBgn0035173	ENSG00000174327	0
FBgn0035173	ENSG00000155380	0
FBgn0035173	ENSG00000163053	0
FBgn0035173	ENSG00000147100	0
FBgn0035173	ENSG00000112394	0
FBgn0035173	ENSG00000100156	0
FBgn0035173	ENSG00000141526	0
FBgn0035299		
FBgn0013676	ENSG00000198938	1
FBgn0086051		
FBgn0028970	ENSG00000137955	1
FBgn0067779		
FBgn0051643	ENSG00000138399	0
FBgn0051643	ENSG00000118246	0
FBgn0035997	ENSG00000230797	0
FBgn0035997	ENSG00000179059	0
FBgn0036964	ENSG00000109536	1
FBgn0036964	ENSG00000273748	0
FBgn0039601	ENSG00000122741	0
FBgn0003124	ENSG00000166851	1
FBgn0032026	ENSG00000103222	0
FBgn0032026	ENSG00000124574	0
FBgn0032026	ENSG00000001626	0
FBgn0032026	ENSG00000023839	0
FBgn0032026	ENSG00000091262	0
FBgn0032026	ENSG00000121270	0
FBgn0032026	ENSG00000140798	0
FBgn0032026	ENSG00000125257	0
FBgn0032026	ENSG00000006071	0
FBgn0032026	ENSG00000114770	0
FBgn0032026	ENSG00000108846	0
FBgn0032026	ENSG00000069431	0
FBgn0038839	ENSG00000178695	1
FBgn0262117	ENSG00000143624	1
FBgn0039354		
FBgn0262373		
FBgn0285913		
FBgn0027786	ENSG00000109919	1
FBgn0027786	ENSG00000137409	1
FBgn0030707		
FBgn0267231		
FBgn0259482	ENSG00000142961	0
FBgn0259482	ENSG00000172081	0
FBgn0259482	ENSG00000120162	0
FBgn0028327	ENSG00000124783	1
FBgn0024326	ENSG00000065559	1
FBgn0267621		
FBgn0030443		
FBgn0038394		
FBgn0033802		
FBgn0039451	ENSG00000140153	1
FBgn0039451	ENSG00000185800	1
FBgn0260953		
FBgn0031399	ENSG00000164654	0
FBgn0085494		
FBgn0032663		
FBgn0262874		
FBgn0035193		
FBgn0250847	ENSG00000203837	0
FBgn0250847	ENSG00000188992	0
FBgn0250847	ENSG00000175535	0
FBgn0250847	ENSG00000187021	0
FBgn0028398	ENSG00000166337	1
FBgn0032419		
FBgn0086365	ENSG00000197658	0
FBgn0086365	ENSG00000197891	0
FBgn0086365	ENSG00000175003	0
FBgn0086365	ENSG00000149742	0
FBgn0086365	ENSG00000184999	0
FBgn0086365	ENSG00000196600	0
FBgn0086365	ENSG00000157703	0
FBgn0086365	ENSG00000149452	0
FBgn0086365	ENSG00000092096	0
FBgn0086365	ENSG00000168065	0
FBgn0086365	ENSG00000137204	0
FBgn0086365	ENSG00000146477	0
FBgn0086365	ENSG00000137266	0
FBgn0086365	ENSG00000004809	0
FBgn0086365	ENSG00000197375	0
FBgn0086365	ENSG00000197208	0
FBgn0086365	ENSG00000197901	0
FBgn0086365	ENSG00000163393	0
FBgn0086365	ENSG00000112499	0
FBgn0086365	ENSG00000172940	0
FBgn0086365	ENSG00000259803	0
FBgn0086365	ENSG00000144671	0
FBgn0029755	ENSG00000132467	1
FBgn0039630		
FBgn0029589		
FBgn0085437	ENSG00000170471	1
FBgn0267545		
FBgn0000153	ENSG00000139631	1
FBgn0267941		
FBgn0033371	ENSG00000137860	1
FBgn0033371	ENSG00000197506	1
FBgn0033371	ENSG00000156222	1
FBgn0267032		
FBgn0035665		
FBgn0033337	ENSG00000125122	0
FBgn0033337	ENSG00000099364	0
FBgn0030294	ENSG00000280789	0
FBgn0039444		
FBgn0035586	ENSG00000139914	0
FBgn0035586	ENSG00000197296	0
FBgn0037368	ENSG00000146834	0
FBgn0036598		
FBgn0085411		
FBgn0052205		
FBgn0053092	ENSG00000159423	1
FBgn0262524		
FBgn0042712	ENSG00000112339	1
FBgn0034869		
FBgn0053061		
FBgn0265953		
FBgn0265038		
FBgn0041150	ENSG00000104044	1
FBgn0020513	ENSG00000128050	1
FBgn0030545	ENSG00000112514	1
FBgn0036830	ENSG00000111775	0
FBgn0036830	ENSG00000156885	0
FBgn0015924	ENSG00000135218	0
FBgn0015924	ENSG00000138760	1
FBgn0267050		
FBgn0038218		
FBgn0263391	ENSG00000075340	0
FBgn0263391	ENSG00000148700	0
FBgn0263391	ENSG00000087274	0
FBgn0031751		
FBgn0033724		
FBgn0031530	ENSG00000143641	1
FBgn0039028		
FBgn0051524	ENSG00000178467	0
FBgn0051524	ENSG00000149380	0
FBgn0037538		
FBgn0086081		
FBgn0267082		
FBgn0267135		
FBgn0259850		
FBgn0053470		
FBgn0262594		
FBgn0053233	ENSG00000197658	0
FBgn0053233	ENSG00000197891	0
FBgn0053233	ENSG00000175003	0
FBgn0053233	ENSG00000149742	0
FBgn0053233	ENSG00000184999	0
FBgn0053233	ENSG00000196600	0
FBgn0053233	ENSG00000157703	0
FBgn0053233	ENSG00000149452	0
FBgn0053233	ENSG00000092096	0
FBgn0053233	ENSG00000168065	0
FBgn0053233	ENSG00000137204	0
FBgn0053233	ENSG00000146477	0
FBgn0053233	ENSG00000137266	0
FBgn0053233	ENSG00000004809	0
FBgn0053233	ENSG00000197375	0
FBgn0053233	ENSG00000197208	0
FBgn0053233	ENSG00000197901	0
FBgn0053233	ENSG00000163393	0
FBgn0053233	ENSG00000112499	0
FBgn0053233	ENSG00000172940	0
FBgn0053233	ENSG00000259803	0
FBgn0053233	ENSG00000144671	0
FBgn0052642		
FBgn0035709	ENSG00000175766	0
FBgn0035709	ENSG00000135930	0
FBgn0035709	ENSG00000163412	0
FBgn0035709	ENSG00000151247	0
FBgn0030563		
FBgn0039059		
FBgn0053286	ENSG00000118307	0
FBgn0033733	ENSG00000140284	0
FBgn0033733	ENSG00000143554	0
FBgn0033733	ENSG00000068366	0
FBgn0033733	ENSG00000151726	0
FBgn0033733	ENSG00000130304	0
FBgn0033733	ENSG00000164398	0
FBgn0033733	ENSG00000281938	0
FBgn0033733	ENSG00000083807	0
FBgn0033733	ENSG00000113396	0
FBgn0033733	ENSG00000167114	0
FBgn0033733	ENSG00000130377	0
FBgn0033733	ENSG00000123983	0
FBgn0033733	ENSG00000103740	0
FBgn0011660	ENSG00000122512	1
FBgn0263342		
FBgn0053301		
FBgn0262448		
FBgn0038188	ENSG00000185238	0
FBgn0031315	ENSG00000124733	0
FBgn0004052		
FBgn0033950		
FBgn0038978		
FBgn0035317	ENSG00000138002	1
FBgn0052588		
FBgn0264678		
FBgn0031422	ENSG00000277161	0
FBgn0032582		
FBgn0259896		
FBgn0034973		
FBgn0264991		
FBgn0027074	ENSG00000197888	0
FBgn0027074	ENSG00000196620	0
FBgn0027074	ENSG00000145626	0
FBgn0027074	ENSG00000135220	0
FBgn0027074	ENSG00000241635	0
FBgn0027074	ENSG00000167165	0
FBgn0027074	ENSG00000242366	0
FBgn0027074	ENSG00000242515	0
FBgn0027074	ENSG00000244122	0
FBgn0027074	ENSG00000241119	0
FBgn0027074	ENSG00000173610	0
FBgn0027074	ENSG00000271271	0
FBgn0027074	ENSG00000240224	0
FBgn0027074	ENSG00000243135	0
FBgn0027074	ENSG00000244474	0
FBgn0027074	ENSG00000171234	0
FBgn0027074	ENSG00000156096	0
FBgn0027074	ENSG00000174607	0
FBgn0027074	ENSG00000168671	0
FBgn0027074	ENSG00000109181	0
FBgn0027074	ENSG00000135226	0
FBgn0027074	ENSG00000213759	0
FBgn0010382	ENSG00000134057	0
FBgn0010382	ENSG00000162063	0
FBgn0010382	ENSG00000107443	0
FBgn0010382	ENSG00000152669	0
FBgn0010382	ENSG00000118971	0
FBgn0010382	ENSG00000285901	0
FBgn0010382	ENSG00000105219	0
FBgn0010382	ENSG00000135083	0
FBgn0010382	ENSG00000145386	0
FBgn0010382	ENSG00000175305	0
FBgn0010382	ENSG00000205089	0
FBgn0010382	ENSG00000105173	0
FBgn0010382	ENSG00000113328	0
FBgn0010382	ENSG00000112576	0
FBgn0010382	ENSG00000110092	0
FBgn0010382	ENSG00000118816	0
FBgn0010382	ENSG00000133101	0
FBgn0010382	ENSG00000138764	0
FBgn0040281	ENSG00000008735	0
FBgn0040281	ENSG00000153071	0
FBgn0040281	ENSG00000198929	0
FBgn0040281	ENSG00000239887	0
FBgn0040281	ENSG00000105245	0
FBgn0040281	ENSG00000121653	0
FBgn0040281	ENSG00000185112	0
FBgn0040281	ENSG00000157978	0
FBgn0040281	ENSG00000183114	0
FBgn0040281	ENSG00000173406	0
FBgn0001316		
FBgn0031722	ENSG00000109881	0
FBgn0263250		
FBgn0085356		
FBgn0038597	ENSG00000065183	1
FBgn0024807		
FBgn0051390		
FBgn0040725		
FBgn0267772		
FBgn0011591	ENSG00000169733	0
FBgn0011591	ENSG00000106003	0
FBgn0011591	ENSG00000100060	0
FBgn0262024		
FBgn0267611		
FBgn0039598		
FBgn0053523	ENSG00000130150	0
FBgn0031860	ENSG00000203797	1
FBgn0031860	ENSG00000110887	1
FBgn0266967		
FBgn0053696	ENSG00000257008	0
FBgn0053696	ENSG00000180269	0
FBgn0266244		
FBgn0266210		
FBgn0004606	ENSG00000172273	0
FBgn0013675	ENSG00000198712	1
FBgn0011768		
FBgn0260862	ENSG00000151532	1
FBgn0027554		
FBgn0038702	ENSG00000176978	0
FBgn0038702	ENSG00000112812	0
FBgn0034459	ENSG00000213471	1
FBgn0034459	ENSG00000261147	0
FBgn0020643		
FBgn0028537		
FBgn0259823		
FBgn0263476		
FBgn0050154		
FBgn0032125		
